"Step","Discount 0.3  - train/lr","Discount 0.3  - train/lr__MIN","Discount 0.3  - train/lr__MAX","Discount 0.3 - gamma og delta - train/lr","Discount 0.3 - gamma og delta - train/lr__MIN","Discount 0.3 - gamma og delta - train/lr__MAX"
"180","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"361","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"542","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"723","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"904","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"1085","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"1266","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"1447","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"1628","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"1809","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"1990","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"2171","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"2352","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"2533","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"2714","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"2895","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"3076","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"3257","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"3438","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"3619","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"3800","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"3981","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"4162","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"4343","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"4524","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"4705","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"4886","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"5067","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"5248","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"5429","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"5610","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"5791","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"5972","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"6153","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"6334","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
"6515","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513","0.0010000000474974513"
