"Step","Discount 0.3  - train/eps","Discount 0.3  - train/eps__MIN","Discount 0.3  - train/eps__MAX","Discount 0.3 - gamma og delta - train/eps","Discount 0.3 - gamma og delta - train/eps__MIN","Discount 0.3 - gamma og delta - train/eps__MAX"
"180","0.9818999767303467","0.9818999767303467","0.9818999767303467","0.9909499883651733","0.9909499883651733","0.9909499883651733"
"361","0.9638000130653381","0.9638000130653381","0.9638000130653381","0.9818999767303467","0.9818999767303467","0.9818999767303467"
"542","0.9456999897956848","0.9456999897956848","0.9456999897956848","0.9728500247001648","0.9728500247001648","0.9728500247001648"
"723","0.9276000261306763","0.9276000261306763","0.9276000261306763","0.9638000130653381","0.9638000130653381","0.9638000130653381"
"904","0.909500002861023","0.909500002861023","0.909500002861023","0.9547500014305115","0.9547500014305115","0.9547500014305115"
"1085","0.8913999795913696","0.8913999795913696","0.8913999795913696","0.9456999897956848","0.9456999897956848","0.9456999897956848"
"1266","0.8733000159263611","0.8733000159263611","0.8733000159263611","0.9366499781608582","0.9366499781608582","0.9366499781608582"
"1447","0.8551999926567078","0.8551999926567078","0.8551999926567078","0.9276000261306763","0.9276000261306763","0.9276000261306763"
"1628","0.8371000289916992","0.8371000289916992","0.8371000289916992","0.9185500144958496","0.9185500144958496","0.9185500144958496"
"1809","0.8190000057220459","0.8190000057220459","0.8190000057220459","0.909500002861023","0.909500002861023","0.909500002861023"
"1990","0.8008999824523926","0.8008999824523926","0.8008999824523926","0.9004499912261963","0.9004499912261963","0.9004499912261963"
"2171","0.782800018787384","0.782800018787384","0.782800018787384","0.8913999795913696","0.8913999795913696","0.8913999795913696"
"2352","0.7646999955177307","0.7646999955177307","0.7646999955177307","0.8823500275611877","0.8823500275611877","0.8823500275611877"
"2533","0.7465999722480774","0.7465999722480774","0.7465999722480774","0.8733000159263611","0.8733000159263611","0.8733000159263611"
"2714","0.7285000085830688","0.7285000085830688","0.7285000085830688","0.8642500042915344","0.8642500042915344","0.8642500042915344"
"2895","0.7103999853134155","0.7103999853134155","0.7103999853134155","0.8551999926567078","0.8551999926567078","0.8551999926567078"
"3076","0.692300021648407","0.692300021648407","0.692300021648407","0.8461499810218811","0.8461499810218811","0.8461499810218811"
"3257","0.6741999983787537","0.6741999983787537","0.6741999983787537","0.8371000289916992","0.8371000289916992","0.8371000289916992"
"3438","0.6560999751091003","0.6560999751091003","0.6560999751091003","0.8280500173568726","0.8280500173568726","0.8280500173568726"
"3619","0.6380000114440918","0.6380000114440918","0.6380000114440918","0.8190000057220459","0.8190000057220459","0.8190000057220459"
"3800","0.6198999881744385","0.6198999881744385","0.6198999881744385","0.8099499940872192","0.8099499940872192","0.8099499940872192"
"3981","0.6018000245094299","0.6018000245094299","0.6018000245094299","0.8008999824523926","0.8008999824523926","0.8008999824523926"
"4162","0.5837000012397766","0.5837000012397766","0.5837000012397766","0.7918499708175659","0.7918499708175659","0.7918499708175659"
"4343","0.5655999779701233","0.5655999779701233","0.5655999779701233","0.782800018787384","0.782800018787384","0.782800018787384"
"4524","0.5475000143051147","0.5475000143051147","0.5475000143051147","0.7737500071525574","0.7737500071525574","0.7737500071525574"
"4705","0.5293999910354614","0.5293999910354614","0.5293999910354614","0.7646999955177307","0.7646999955177307","0.7646999955177307"
"4886","0.5113000273704529","0.5113000273704529","0.5113000273704529","0.755649983882904","0.755649983882904","0.755649983882904"
"5067","0.49320000410079956","0.49320000410079956","0.49320000410079956","0.7465999722480774","0.7465999722480774","0.7465999722480774"
"5248","0.47510001063346863","0.47510001063346863","0.47510001063346863","0.7375500202178955","0.7375500202178955","0.7375500202178955"
"5429","0.4569999873638153","0.4569999873638153","0.4569999873638153","0.7285000085830688","0.7285000085830688","0.7285000085830688"
"5610","0.4388999938964844","0.4388999938964844","0.4388999938964844","0.7194499969482422","0.7194499969482422","0.7194499969482422"
"5791","0.42080000042915344","0.42080000042915344","0.42080000042915344","0.7103999853134155","0.7103999853134155","0.7103999853134155"
"5972","0.4027000069618225","0.4027000069618225","0.4027000069618225","0.7013499736785889","0.7013499736785889","0.7013499736785889"
"6153","0.3846000134944916","0.3846000134944916","0.3846000134944916","0.692300021648407","0.692300021648407","0.692300021648407"
"6334","0.36649999022483826","0.36649999022483826","0.36649999022483826","0.6832500100135803","0.6832500100135803","0.6832500100135803"
"6515","0.3483999967575073","0.3483999967575073","0.3483999967575073","0.6741999983787537","0.6741999983787537","0.6741999983787537"
"6696","0.3303000032901764","0.3303000032901764","0.3303000032901764","0.665149986743927","0.665149986743927","0.665149986743927"
"6877","0.31220000982284546","0.31220000982284546","0.31220000982284546","0.6560999751091003","0.6560999751091003","0.6560999751091003"
"7058","0.29409998655319214","0.29409998655319214","0.29409998655319214","0.6470500230789185","0.6470500230789185","0.6470500230789185"
"7239","0.2759999930858612","0.2759999930858612","0.2759999930858612","0.6380000114440918","0.6380000114440918","0.6380000114440918"
"7420","0.2578999996185303","0.2578999996185303","0.2578999996185303","0.6289499998092651","0.6289499998092651","0.6289499998092651"
"7601","0.23980000615119934","0.23980000615119934","0.23980000615119934","0.6198999881744385","0.6198999881744385","0.6198999881744385"
"7782","0.22169999778270721","0.22169999778270721","0.22169999778270721","0.6108499765396118","0.6108499765396118","0.6108499765396118"
"7963","0.20360000431537628","0.20360000431537628","0.20360000431537628","0.6018000245094299","0.6018000245094299","0.6018000245094299"
"8144","0.18549999594688416","0.18549999594688416","0.18549999594688416","0.5927500128746033","0.5927500128746033","0.5927500128746033"
"8325","0.16740000247955322","0.16740000247955322","0.16740000247955322","0.5837000012397766","0.5837000012397766","0.5837000012397766"
"8506","0.1492999941110611","0.1492999941110611","0.1492999941110611","0.57464998960495","0.57464998960495","0.57464998960495"
"8687","0.13120000064373016","0.13120000064373016","0.13120000064373016","0.5655999779701233","0.5655999779701233","0.5655999779701233"
"8868","0.11309999972581863","0.11309999972581863","0.11309999972581863","0.5565500259399414","0.5565500259399414","0.5565500259399414"
"9049","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.5475000143051147","0.5475000143051147","0.5475000143051147"
"9230","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.5384500026702881","0.5384500026702881","0.5384500026702881"
"9411","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.5293999910354614","0.5293999910354614","0.5293999910354614"
"9592","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.5203499794006348","0.5203499794006348","0.5203499794006348"
"9773","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.5113000273704529","0.5113000273704529","0.5113000273704529"
"9954","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.5022500157356262","0.5022500157356262","0.5022500157356262"
"10135","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.49320000410079956","0.49320000410079956","0.49320000410079956"
"10316","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.4841499924659729","0.4841499924659729","0.4841499924659729"
"10497","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.47510001063346863","0.47510001063346863","0.47510001063346863"
"10678","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.46604999899864197","0.46604999899864197","0.46604999899864197"
"10859","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.4569999873638153","0.4569999873638153","0.4569999873638153"
"11040","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.44795000553131104","0.44795000553131104","0.44795000553131104"
"11221","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.4388999938964844","0.4388999938964844","0.4388999938964844"
"11402","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.4298500120639801","0.4298500120639801","0.4298500120639801"
"11583","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.42080000042915344","0.42080000042915344","0.42080000042915344"
"11764","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.4117499887943268","0.4117499887943268","0.4117499887943268"
"11945","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.4027000069618225","0.4027000069618225","0.4027000069618225"
"12126","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.39364999532699585","0.39364999532699585","0.39364999532699585"
"12307","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.3846000134944916","0.3846000134944916","0.3846000134944916"
"12488","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.3755500018596649","0.3755500018596649","0.3755500018596649"
"12669","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.36649999022483826","0.36649999022483826","0.36649999022483826"
"12850","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.357450008392334","0.357450008392334","0.357450008392334"
"13031","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.3483999967575073","0.3483999967575073","0.3483999967575073"
"13212","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.33934998512268066","0.33934998512268066","0.33934998512268066"
"13393","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.3303000032901764","0.3303000032901764","0.3303000032901764"
"13574","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.32124999165534973","0.32124999165534973","0.32124999165534973"
"13755","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.31220000982284546","0.31220000982284546","0.31220000982284546"
"13936","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.3031499981880188","0.3031499981880188","0.3031499981880188"
"14117","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.29409998655319214","0.29409998655319214","0.29409998655319214"
"14298","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.28505000472068787","0.28505000472068787","0.28505000472068787"
"14479","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.2759999930858612","0.2759999930858612","0.2759999930858612"
"14660","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.26695001125335693","0.26695001125335693","0.26695001125335693"
"14841","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.2578999996185303","0.2578999996185303","0.2578999996185303"
"15022","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.2488500028848648","0.2488500028848648","0.2488500028848648"
"15203","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.23980000615119934","0.23980000615119934","0.23980000615119934"
"15384","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.23074999451637268","0.23074999451637268","0.23074999451637268"
"15565","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.22169999778270721","0.22169999778270721","0.22169999778270721"
"15746","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.21265000104904175","0.21265000104904175","0.21265000104904175"
"15927","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.20360000431537628","0.20360000431537628","0.20360000431537628"
"16108","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.19454999268054962","0.19454999268054962","0.19454999268054962"
"16289","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.18549999594688416","0.18549999594688416","0.18549999594688416"
"16470","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.1764499992132187","0.1764499992132187","0.1764499992132187"
"16651","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.16740000247955322","0.16740000247955322","0.16740000247955322"
"16832","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.15835000574588776","0.15835000574588776","0.15835000574588776"
"17013","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.1492999941110611","0.1492999941110611","0.1492999941110611"
"17194","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.14024999737739563","0.14024999737739563","0.14024999737739563"
"17375","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.13120000064373016","0.13120000064373016","0.13120000064373016"
"17556","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.1221499964594841","0.1221499964594841","0.1221499964594841"
"17737","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.11309999972581863","0.11309999972581863","0.11309999972581863"
"17918","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10405000299215317","0.10405000299215317","0.10405000299215317"
"18099","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"18280","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"18461","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"18642","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"18823","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"19004","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"19185","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"19366","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"19547","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"19728","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"19909","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"20090","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"20271","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"20452","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"20633","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"20814","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"20995","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"21176","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"21357","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"21538","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"21719","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"21900","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612","0.10000000149011612"
